Recipe_ID,Dish_Name,Cuisine,Meal_Type,Diet_Type,Ingredients,Step_1,Step_2,Step_3,Step_4
329,Margherita Pizza,Italian,Snack,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a saucepan and fry cheese for 5 minutes.,"Step 3: Add tomato and basil to the skillet, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
330,Sushi Roll,Japanese,Dinner,Non-Vegetarian,"rice, nori, fish, nori, vinegar, cucumber","Step 1: Prepare ingredients by cleaning and chopping: rice, nori.",Step 2: Heat oil in a oven and steam rice for 5 minutes.,"Step 3: Add nori and fish to the saucepan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
331,Massaman Curry,Thai,Dinner,Gluten-Free,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a saucepan and blanch beef for 5 minutes.,"Step 3: Add potato and coconut milk to the pan, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
332,Chicken Biryani,Indian,Snack,Vegan,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
333,Crepes,French,Lunch,Gluten-Free,"flour, milk, egg","Step 1: Prepare ingredients by cleaning and chopping: flour, milk.",Step 2: Heat oil in a oven and bake flour for 5 minutes.,"Step 3: Add milk and egg to the grill, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
334,Chili Con Carne,Mexican,Dinner,Vegan,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a oven and bake beef for 5 minutes.,"Step 3: Add beans and tomato to the skillet, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
335,Beef Bourguignon,French,Lunch,Vegetarian,"beef, red wine, carrot","Step 1: Prepare ingredients by cleaning and chopping: beef, red wine.",Step 2: Heat oil in a pot and simmer beef for 5 minutes.,"Step 3: Add red wine and carrot to the steamer, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
336,Crepes,French,Lunch,Vegetarian,"flour, milk, egg","Step 1: Prepare ingredients by cleaning and chopping: flour, milk.",Step 2: Heat oil in a wok and steam flour for 5 minutes.,"Step 3: Add milk and egg to the steamer, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
337,French Onion Soup,French,Lunch,Vegan,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a pan and roast onion for 5 minutes.,"Step 3: Add beef broth and cheese to the grill, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
338,French Onion Soup,French,Lunch,Gluten-Free,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a pot and bake onion for 5 minutes.,"Step 3: Add beef broth and cheese to the saucepan, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
339,Chole Bhature,Indian,Snack,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a wok and bake chickpeas for 5 minutes.,"Step 3: Add onion and flour to the skillet, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
340,Ramen,Japanese,Breakfast,Non-Vegetarian,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
341,Kung Pao Chicken,Chinese,Snack,Non-Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a wok and grill chicken for 5 minutes.,"Step 3: Add peanuts and chili to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
342,Margherita Pizza,Italian,Snack,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a grill and bake cheese for 5 minutes.,"Step 3: Add tomato and basil to the pot, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
343,Quiche Lorraine,French,Dinner,Non-Vegetarian,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a pot and grill egg for 5 minutes.,"Step 3: Add cheese and bacon to the wok, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
344,Chili Con Carne,Mexican,Lunch,Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a skillet and roast beef for 5 minutes.,"Step 3: Add beans and tomato to the grill, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
345,Risotto Milanese,Italian,Breakfast,Non-Vegetarian,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a pot and bake rice for 5 minutes.,"Step 3: Add saffron and cheese to the wok, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
346,Chicken Biryani,Indian,Breakfast,Vegan,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
347,Pancakes,American,Lunch,Gluten-Free,"flour, egg, milk","Step 1: Prepare ingredients by cleaning and chopping: flour, egg.",Step 2: Heat oil in a saucepan and steam flour for 5 minutes.,"Step 3: Add egg and milk to the skillet, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
348,Thai Fried Rice,Thai,Snack,Vegetarian,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a wok and blanch rice for 5 minutes.,"Step 3: Add egg and chicken to the grill, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
349,Buffalo Wings,American,Dinner,Vegetarian,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a pot and fry chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the skillet, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
350,Quesadilla,Mexican,Snack,Vegetarian,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a grill and roast cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the steamer, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
351,Buffalo Wings,American,Lunch,Vegan,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a oven and roast chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the skillet, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
352,Kung Pao Chicken,Chinese,Lunch,Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a pan and grill chicken for 5 minutes.,"Step 3: Add peanuts and chili to the pot, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
353,Tempura,Japanese,Dinner,Non-Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a wok and roast shrimp for 5 minutes.,"Step 3: Add flour and egg to the steamer, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
354,Chole Bhature,Indian,Lunch,Non-Vegetarian,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a pot and roast chickpeas for 5 minutes.,"Step 3: Add onion and flour to the saucepan, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
355,Penne Arrabbiata,Italian,Breakfast,Non-Vegetarian,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a oven and fry penne for 5 minutes.,"Step 3: Add tomato and garlic to the skillet, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
356,Teriyaki Chicken,Japanese,Lunch,Vegan,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a pot and roast chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the pan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
357,BBQ Ribs,American,Breakfast,Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a wok and fry pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the saucepan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
358,Guacamole Nachos,Mexican,Dinner,Gluten-Free,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a skillet and simmer avocado for 5 minutes.,"Step 3: Add nachos and onion to the steamer, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
359,Spring Rolls,Chinese,Snack,Non-Vegetarian,"cabbage, carrot, wrap","Step 1: Prepare ingredients by cleaning and chopping: cabbage, carrot.",Step 2: Heat oil in a pan and sauté cabbage for 5 minutes.,"Step 3: Add carrot and wrap to the skillet, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
360,Massaman Curry,Thai,Breakfast,Vegan,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a oven and fry beef for 5 minutes.,"Step 3: Add potato and coconut milk to the saucepan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
361,Chole Bhature,Indian,Dinner,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a saucepan and grill chickpeas for 5 minutes.,"Step 3: Add onion and flour to the grill, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
362,Green Curry,Thai,Lunch,Gluten-Free,"coconut milk, green curry paste, chicken, basil, fish sauce, green chili","Step 1: Prepare ingredients by cleaning and chopping: coconut milk, green curry paste.",Step 2: Heat oil in a pot and grill coconut milk for 5 minutes.,"Step 3: Add green curry paste and chicken to the skillet, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
363,Miso Soup,Japanese,Dinner,Vegetarian,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a wok and blanch miso for 5 minutes.,"Step 3: Add tofu and seaweed to the pan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
364,Thai Fried Rice,Thai,Snack,Vegan,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a grill and blanch rice for 5 minutes.,"Step 3: Add egg and chicken to the wok, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
365,Burrito Bowl,Mexican,Dinner,Vegan,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a saucepan and simmer rice for 5 minutes.,"Step 3: Add beans and chicken to the steamer, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
366,Sushi Roll,Japanese,Breakfast,Gluten-Free,"rice, nori, fish, nori, vinegar, cucumber","Step 1: Prepare ingredients by cleaning and chopping: rice, nori.",Step 2: Heat oil in a pot and bake rice for 5 minutes.,"Step 3: Add nori and fish to the pan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
367,Ramen,Japanese,Lunch,Gluten-Free,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
368,Burrito Bowl,Mexican,Snack,Vegetarian,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a pan and sauté rice for 5 minutes.,"Step 3: Add beans and chicken to the grill, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
369,Tempura,Japanese,Snack,Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a grill and roast shrimp for 5 minutes.,"Step 3: Add flour and egg to the wok, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
